code,comment
"void StartOffTask(void *argument) { for(;;) { osDelay(1100); HAL_GPIO_WritePin(LD2_GPIO_Port, LD2_Pin, GPIO_PIN_RESET); } }",Task to turn off LD2 every 1100ms
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { if (htim->Instance == TIM17) { HAL_IncTick(); } },"Period elapsed callback in non blocking mode - This function is called when TIM17 interrupt took place, inside HAL_TIM_IRQHandler(). It makes a direct call to HAL_IncTick() to increment a global variable ""uwTick"" used as application time base."
static void LED_Thread2(void const *argument) { uint32_t count; (void) argument; for (;;) { count = osKernelSysTick() + 10000; while (count >= osKernelSysTick()) { BSP_LED_Toggle(LED4); osDelay(500); } BSP_LED_Off(LED4); osThreadResume(LEDThread1Handle); osThreadSuspend(NULL); } },Toggle LED4 thread
"static void MX_GPIO_Init(void) { GPIO_InitTypeDef GPIO_InitStruct = {0}; __HAL_RCC_GPIOC_CLK_ENABLE(); HAL_GPIO_WritePin(LED_GPIO_Port, LED_Pin, GPIO_PIN_RESET); GPIO_InitStruct.Pin = LED_Pin; GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; HAL_GPIO_Init(LED_GPIO_Port, &GPIO_InitStruct); }",GPIO Initialization Function
"void StartBlink01(void *argument) { for(;;) { HAL_GPIO_TogglePin(LED_GPIO_Port, LED_Pin); osDelay(500); } osThreadTerminate(NULL); }",Function implementing the blink01 thread.
"void StartBlink02(void *argument) { for(;;) { HAL_GPIO_TogglePin(LED_GPIO_Port, LED_Pin); osDelay(300); } osThreadTerminate(NULL); }",Function implementing the blink02 thread.
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { if (htim->Instance == TIM4) { HAL_IncTick(); } },Period elapsed callback in non blocking mode
TIMER2_Init();,inicializa el conteo del timer2
HAL_TIM_Base_Start(&htimer2);,inicializa el conteo del timer2
void TIMER2_Init(void) { htimer2.Instance = TIM2; htimer2.Init.Prescaler = 3999; htimer2.Init.Period = 99; if(HAL_TIM_Base_Init(&htimer2) != HAL_OK) { Error_Handler(); } },inicializa el conteo del timer2
ADC1_Config();,configure ADC1
Display_GPIO_Config();,Configure 7-Segment Displays
Alarm_GPIO_Config();,Configure alarm pins
initLCD();,configure LCD
HAL_ADC_Start(&ADC1_Handle);,start ADC conversion
adc_val = HAL_ADC_GetValue(&ADC1_Handle);,get the value
temp = convertTemp(adcState->x);,convert the filterd value of the ADC into temperature
trigger_alarm();,Alarm triggering
shutoff_alarm();,Alarm triggering
display(displayTemp);,display on 7-segment display
halInit();,Application entry point.
"tx_byte_pool_create(&byte_pool_0, ""byte pool 0"", memory_area, DEFAULT_BYTE_POOL_SIZE);",Create a byte memory pool from which to allocate the thread stacks.
Watchdog_Init();,start watchdog
"palClearPad(GPIOB, GPIOB_LD2);",turn LED2 off
"sdStart(&SERIAL_DRIVER, NULL);",starts the serial driver
"status = tx_thread_create(&clrStartupThread, ""CLR Thread"", ClrStartupThread_entry, (uint32_t)&clrSettings, clrStartupThreadStack, CLR_THREAD_STACK_SIZE, CLR_THREAD_PRIORITY, CLR_THREAD_PRIORITY, TX_NO_TIME_SLICE, TX_AUTO_START);",Create CLR startup thread
tx_kernel_enter();,Enter the ThreadX kernel
halInit();,"HAL initialization, this also initializes the configured device drivers and performs the board-specific initializations."
SwoInit();,init SWO as soon as possible to make it available to output ASAP
osKernelInitialize();,"The kernel is initialized but not started yet, this means that main() is executing with absolute priority but interrupts are already enabled."
"sduObjectInit(&SERIAL_DRIVER); sduStart(&SERIAL_DRIVER, &serusbcfg);",Initializes a serial-over-USB CDC driver.
"usbDisconnectBus(serusbcfg.usbp); chThdSleepMilliseconds(100); usbStart(serusbcfg.usbp, &usbcfg); usbConnectBus(serusbcfg.usbp);","Activates the USB driver and then the USB bus pull-up on D+. Note, a delay is inserted in order to not have to disconnect the cable after a reset."
"osThreadCreate(osThread(ReceiverThread), NULL);",create the receiver thread
osKernelStart();,"start kernel, after this main() will behave like a thread with priority osPriorityNormal"
BlockStorageList_Initialize(); BlockStorage_AddDevices();,initialize block storage list and devices
ConfigurationManager_Initialize();,initialize configuration manager
ReportSuccessfullNanoBooter();,report successfull nanoBooter execution
AD5060_CS_init(); AD5060_setval(20000);,Initialize AD5060 DAC
"sFilterConfig.FilterBank = 0; sFilterConfig.FilterMode = CAN_FILTERMODE_IDMASK; sFilterConfig.FilterScale = CAN_FILTERSCALE_32BIT; sFilterConfig.FilterIdHigh = 0x0000; sFilterConfig.FilterIdLow = 0x0000; sFilterConfig.FilterMaskIdHigh = 0x0000; sFilterConfig.FilterMaskIdLow = 0x0000; sFilterConfig.FilterFIFOAssignment = CAN_RX_FIFO0; sFilterConfig.FilterActivation = ENABLE; sFilterConfig.SlaveStartFilterBank = 14; if (HAL_CAN_ConfigFilter(&hcan1, &sFilterConfig) != HAL_OK) { Error_Handler(); }",Configure CAN filter
"if (HAL_CAN_ActivateNotification(&hcan1, CAN_IT_RX_FIFO0_MSG_PENDING | CAN_IT_TX_MAILBOX_EMPTY) != HAL_OK) { Error_Handler(); }",Activate CAN notifications
static void MX_CAN1_Init(void) { hcan1.Instance = CAN1; hcan1.Init.Prescaler = 16; hcan1.Init.Mode = CAN_MODE_NORMAL; hcan1.Init.SyncJumpWidth = CAN_SJW_1TQ; hcan1.Init.TimeSeg1 = CAN_BS1_1TQ; hcan1.Init.TimeSeg2 = CAN_BS2_1TQ; hcan1.Init.TimeTriggeredMode = DISABLE; hcan1.Init.AutoBusOff = DISABLE; hcan1.Init.AutoWakeUp = DISABLE; hcan1.Init.AutoRetransmission = DISABLE; hcan1.Init.ReceiveFifoLocked = DISABLE; hcan1.Init.TransmitFifoPriority = DISABLE; if (HAL_CAN_Init(&hcan1) != HAL_OK) { Error_Handler(); } },CAN1 Initialization Function
static void MX_SPI1_Init(void) { hspi1.Instance = SPI1; hspi1.Init.Mode = SPI_MODE_MASTER; hspi1.Init.Direction = SPI_DIRECTION_2LINES; hspi1.Init.DataSize = SPI_DATASIZE_8BIT; hspi1.Init.CLKPolarity = SPI_POLARITY_LOW; hspi1.Init.CLKPhase = SPI_PHASE_1EDGE; hspi1.Init.NSS = SPI_NSS_SOFT; hspi1.Init.BaudRatePrescaler = SPI_BAUDRATEPRESCALER_2; hspi1.Init.FirstBit = SPI_FIRSTBIT_MSB; hspi1.Init.TIMode = SPI_TIMODE_DISABLE; hspi1.Init.CRCCalculation = SPI_CRCCALCULATION_DISABLE; hspi1.Init.CRCPolynomial = 10; if (HAL_SPI_Init(&hspi1) != HAL_OK) { Error_Handler(); } },SPI1 Initialization Function
TIM_HandleTypeDef    TimHandle;,TIM handle declaration
BSP_LED_Init(LED2);,Configure LED2
uwPrescalerValue = (uint32_t)(SystemCoreClock / 2500) - 1;,Compute the prescaler value to have TIMx counter clock equal to 2500 Hz
TimHandle.Instance = TIMx;,Set TIMx instance
TimHandle.Init.Period            = 2500 - 1; TimHandle.Init.Prescaler         = uwPrescalerValue; TimHandle.Init.ClockDivision     = 0; TimHandle.Init.CounterMode       = TIM_COUNTERMODE_UP;,Initialize TIMx peripheral as follows: + Period = 2500 - 1 + Prescaler = (SystemCoreClock/2500) - 1 + ClockDivision = 0 + Counter direction = Up
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { BSP_LED_Toggle(LED2); },Period elapsed callback in non blocking mode
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_MSI; RCC_OscInitStruct.MSIState = RCC_MSI_ON; RCC_OscInitStruct.MSIClockRange = RCC_MSIRANGE_5; RCC_OscInitStruct.MSICalibrationValue=0x00; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_NONE;,Enable MSI Oscillator
RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2); RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_MSI; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1;,"Select MSI as system clock source and configure the HCLK, PCLK1 and PCLK2 clocks dividers"
__HAL_RCC_PWR_CLK_ENABLE();,Enable Power Control clock
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE3);,"The voltage scaling allows optimizing the power consumption when the device is clocked below the maximum system frequency, to update the voltage scaling value regarding system frequency refer to product datasheet."
__HAL_RCC_PWR_CLK_DISABLE();,Disable Power Control clock
static RingBuffer USART_RingBuffer_Tx;,UART transmit buffer descriptor
static char RingBufferData_Tx[1024];,UART transmit buffer memory pool
static char RingBufferData_Rx[1024];,UART receive buffer memory pool
"if (__HAL_USART_GET_FLAG(&UartHandle, USART_FLAG_RXNE)) { if (__HAL_USART_GET_IT_SOURCE(&UartHandle, USART_IT_RXNE)) { char c = USARTx->DR; RingBuffer_PutChar(&USART_RingBuffer_Rx, c); } }",the RXNE interrupt has occurred ... the RXNE interrupt is enabled ... receive character
"if (__HAL_USART_GET_FLAG(&UartHandle, USART_FLAG_TXE)) { if (__HAL_USART_GET_IT_SOURCE(&UartHandle, USART_IT_TXE)) { char c; if(RingBuffer_GetChar(&USART_RingBuffer_Tx, &c)) { USARTx->DR = c; } else { __USART_DISABLE_IT(&UartHandle, USART_IT_TXE); } } }",the TXE interrupt has occurred ... the TXE interrupt is enabled ... send character ... if failed disable interrupt
"void HAL_UART_MspInit(UART_HandleTypeDef *huart) { GPIO_InitTypeDef  GPIO_InitStruct; USARTx_TX_GPIO_CLK_ENABLE(); USARTx_RX_GPIO_CLK_ENABLE(); USARTx_CLK_ENABLE(); GPIO_InitStruct.Pin       = USARTx_TX_PIN; GPIO_InitStruct.Mode      = GPIO_MODE_AF_PP; GPIO_InitStruct.Pull      = GPIO_NOPULL; GPIO_InitStruct.Speed     = GPIO_SPEED_FAST; GPIO_InitStruct.Alternate = USARTx_TX_AF; HAL_GPIO_Init(USARTx_TX_GPIO_PORT, &GPIO_InitStruct); GPIO_InitStruct.Pin = USARTx_RX_PIN; GPIO_InitStruct.Alternate = USARTx_RX_AF; HAL_GPIO_Init(USARTx_RX_GPIO_PORT, &GPIO_InitStruct); HAL_NVIC_SetPriority(USARTx_IRQn, 0, 1); HAL_NVIC_EnableIRQ(USARTx_IRQn); }",This function configures the hardware resources used in this example: - Peripheral's clock enable - Peripheral's GPIO Configuration - NVIC configuration for UART interrupt request enable
"void HAL_UART_MspDeInit(UART_HandleTypeDef *huart) { USARTx_FORCE_RESET(); USARTx_RELEASE_RESET(); HAL_GPIO_DeInit(USARTx_TX_GPIO_PORT, USARTx_TX_PIN); HAL_GPIO_DeInit(USARTx_RX_GPIO_PORT, USARTx_RX_PIN); HAL_NVIC_DisableIRQ(USARTx_IRQn); }",This function frees the hardware resources used in this example: - Disable the Peripheral's clock - Revert GPIO and NVIC configuration to their default state
"bool USART_Init(void) { RingBuffer_Init(&USART_RingBuffer_Tx, RingBufferData_Tx, sizeof(RingBufferData_Tx)); RingBuffer_Init(&USART_RingBuffer_Rx, RingBufferData_Rx, sizeof(RingBufferData_Rx)); UartHandle.Instance          = USARTx; UartHandle.Init.BaudRate     = 115200; UartHandle.Init.WordLength   = UART_WORDLENGTH_8B; UartHandle.Init.StopBits     = UART_STOPBITS_1; UartHandle.Init.Parity       = UART_PARITY_NONE; UartHandle.Init.HwFlowCtl    = UART_HWCONTROL_NONE; UartHandle.Init.Mode         = UART_MODE_TX_RX; UartHandle.Init.OverSampling = UART_OVERSAMPLING_16; HAL_UART_MspInit(&UartHandle); if(HAL_UART_Init(&UartHandle) != HAL_OK) { printf(""ERROR in USART_Init""); return false; } __USART_ENABLE_IT(&UartHandle, USART_IT_RXNE); return true; }","This function initialize ring buffers, USART device and enable receive interrupt."
void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim) { if (htim->Instance == TIM6) { HAL_IncTick(); } },"Period elapsed callback in non blocking mode ... This function is called when TIM6 interrupt took place, inside HAL_TIM_IRQHandler(). It makes a direct call to HAL_IncTick() to increment a global variable ""uwTick"" used as application time base."
"void LEDtask_entry(void *argument){ while(1){ HAL_GPIO_TogglePin(LED2_GPIO_Port, LED2_Pin); osDelay(500); } }",LED task to toggle LED2 every 500ms
"void USBtask_entry(void *argument){ uint8_t buffer[] = ""Hello Wilson\n\r""; while(1){ CDC_Transmit_FS(buffer, sizeof(buffer)); osDelay(5000); } }","USB task to transmit ""Hello Wilson"" every 5000ms"
"void buzzer_on(uint16_t psc, uint16_t pwm){ __HAL_TIM_PRESCALER(&htim12, psc); __HAL_TIM_SetCompare(&htim12, TIM_CHANNEL_1, pwm); }",Turn on buzzer with specified prescaler and PWM value
"void buzzer_off(void) { __HAL_TIM_SetCompare(&htim12, TIM_CHANNEL_1, 0); }",Turn off buzzer
"void Buzzertask_entry(void *argument){ buzzer_on(24, 5000); HAL_Delay(250); while(1){ buzzer_off(); osDelay(1); } }",Buzzer task to turn on buzzer briefly then keep it off
"void Servotask_entry(void *argument){ while(1){ __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_2, 1200); __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_3, 1200); __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_4, 1200); osDelay(5000); __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_2, 1600); __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_3, 1600); __HAL_TIM_SetCompare(&htim5, TIM_CHANNEL_4, 1600); osDelay(5000); } }","Servo task to control PWM for servo channels, alternating between 1200 and 1600 every 5000ms"
"void Buttontask_entry(void *argument){ while(1){ if (HAL_GPIO_ReadPin(GPIOB, Custom_Button_Pin) == GPIO_PIN_SET){ HAL_GPIO_WritePin(Button_LED_GPIO_Port, Button_LED_Pin, GPIO_PIN_RESET); } else{ HAL_GPIO_WritePin(Button_LED_GPIO_Port, Button_LED_Pin, GPIO_PIN_SET); } } }",Button task to toggle LED based on button state
"if (CAN_Config(&hcan2, CAN_MODE_NORMAL) != HAL_OK) { Error_Handler(); }",Configure CAN bus in normal mode
"Display_Init(); Display_DrawString(""Loading..."", FONT24, 0, 0); Display_Update(); Display_Clear();",Initialize display and show loading message
"while (1) { Display_DrawString(""SUPP VOLT:"", FONT16, 0, 0); Display_DrawString(""TEMP:"", FONT16, 0, 50); Display_DrawString(""VOLT:"", FONT16, 0, 100); Display_DrawString(""CURR:"", FONT16, 0, 150); Display_DrawCANMessage(CAN_RetrieveData(SUPPLEMENTAL_VOLTAGE), FONT24, 120, 0); Display_DrawCANMessage(CAN_RetrieveData(TEMP_DATA), FONT24, 60, 50); Display_DrawCANMessage(CAN_RetrieveData(VOLT_DATA), FONT24, 60, 100); Display_DrawCANMessage(CAN_RetrieveData(CURRENT_DATA), FONT24, 60, 150); Display_Update(); HAL_Delay(10000); Display_Clear(); }","Main loop to display CAN bus data (supplemental voltage, temperature, voltage, current) every 10 seconds"
static void uartStartRx(uint8_t channel);,Function to start UART receive operation
"if (p_uart->rx_mode == UART_MODE_INTERRUPT) { HAL_UART_Receive_IT(p_uart->handle, p_uart->rx_buf, 1); } if (p_uart->rx_mode == UART_MODE_DMA) { HAL_UART_Receive_DMA(p_uart->handle, (uint8_t *)p_uart->qbuffer_rx.p_buf, p_uart->qbuffer_rx.length); }",Start UART reception based on mode (interrupt or DMA)
"led_set_mode(&hLED, led_mode_off);",Set LED mode to off
"can_init(&hCAN, CAN); can_disable(&hCAN);",Initialize and disable CAN peripheral
q_frame_pool = queue_create(CAN_QUEUE_SIZE); q_from_host  = queue_create(CAN_QUEUE_SIZE); q_to_host    = queue_create(CAN_QUEUE_SIZE);,"Create queues for CAN frame pool, from host, and to host"
"struct gs_host_frame *msgbuf = calloc(CAN_QUEUE_SIZE, sizeof(struct gs_host_frame)); for (unsigned i=0; i<CAN_QUEUE_SIZE; i++) { queue_push_back(q_frame_pool, &msgbuf[i]); }",Allocate and initialize CAN frame pool
"USBD_Init(&hUSB, (USBD_DescriptorsTypeDef*)&FS_Desc, DEVICE_FS); USBD_RegisterClass(&hUSB, &USBD_GS_CAN); USBD_GS_CAN_Init(&hUSB, q_frame_pool, q_from_host, &hLED); USBD_GS_CAN_SetChannel(&hUSB, 0, &hCAN); USBD_Start(&hUSB);",Initialize and start USB device with CAN interface
if (USBD_GS_CAN_TxReady(&hUSB)) { send_to_host(); },Send data to host if USB Tx is ready
if (USBD_GS_CAN_DfuDetachRequested(&hUSB)) { dfu_run_bootloader(); },Run bootloader if USB DFU detach requested
"#define BIT_0	( 1 << 0 )",Define signal bit 0
"#define BIT_1	( 1 << 1 )",Define signal bit 1
"#define BIT_2	( 1 << 2 )",Define signal bit 2
"osThreadId LED1_ThreadId, LED2_ThreadId;",Thread IDs for LED tasks
MPU_Config();,Configure the MPU attributes
CPU_CACHE_Enable();,Enable the CPU Cache
BSP_LED_Init(LED1); BSP_LED_Init(LED2);,Initialize LEDs
"LED1_ThreadId = osThreadCreate(osThread(LED1), NULL);",Start thread 1
"LED2_ThreadId = osThreadCreate(osThread(LED2), NULL);",Start thread 2
"osThreadCreate(osThread(SIGNAL_GEN), NULL);",Start thread 3
"static void LED_Thread1(void const *argument) { (void) argument; osEvent event; for(;;) { event = osSignalWait( BIT_0, osWaitForever); if(event.value.signals == BIT_0) { BSP_LED_Toggle(LED1); } } }",Thread (LED_Thread1) used to toggle a LED when getting the appropriate signal.
"static void LED_Thread2(void const *argument) { (void) argument; osEvent event; for(;;) { event = osSignalWait( BIT_1 | BIT_2, osWaitForever); if(event.value.signals == (BIT_1 | BIT_2)) { BSP_LED_Toggle(LED2); } } }",Thread (LED_Thread2) used to toggle a LED when getting the appropriate signal.
"static void Signal_Gen_Thread(void const *argument) { (void) argument; for(;;) { osSignalSet( LED1_ThreadId, BIT_0 ); osDelay(500); osSignalSet( LED2_ThreadId, BIT_1 | BIT_2 ); osDelay(500); } }",Signal generator thread
"GPIO_PinState state = HAL_GPIO_ReadPin(GPIOC, GPIO_PIN_13); HAL_GPIO_WritePin(GPIOA, GPIO_PIN_5, state);",Read button state and set LED accordingly
"GPIO_InitStruct.Pin = GPIO_PIN_13; GPIO_InitStruct.Mode = GPIO_MODE_INPUT; GPIO_InitStruct.Pull = GPIO_NOPULL; HAL_GPIO_Init(GPIOC, &GPIO_InitStruct);",Configure GPIO pin : PC13
"GPIO_InitStruct.Pin = GPIO_PIN_5; GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP; GPIO_InitStruct.Pull = GPIO_NOPULL; GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);",Configure GPIO pin : PA5
USART2_UART_Init();,Initialize USART2
ssd1331_init();,Initialize SSD1331 OLED display
"ssd1331_gotoxy(10, 4);","Go to location X = 10, Y = 4"
"ssd1331_puts(""Hello STM32"", &FontSet_10, SSD1331_COLOR_RED, 1);","Display text ""Hello STM32"" in red"
"ssd1331_gotoxy(15, 25);","Go to location X = 15, Y = 25"
"ssd1331_drawcircle(60, 40, 10, SSD1331_COLOR_YELLOW); ssd1331_drawcircle(60, 40, 20, SSD1331_COLOR_ORANGE); ssd1331_drawcircle(60, 40, 30, SSD1331_COLOR_WHITE);","Draw concentric circles in yellow, orange, and white"
HAL_Delay(100);,Make a little delay
__PWR_CLK_ENABLE();,Enable Power Control clock
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE3);,Configure voltage scaling for power optimization
RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSI; RCC_OscInitStruct.HSIState = RCC_HSI_ON; RCC_OscInitStruct.HSICalibrationValue = 16; RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON; RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSI; RCC_OscInitStruct.PLL.PLLM = 16; RCC_OscInitStruct.PLL.PLLN = 360; RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV2; RCC_OscInitStruct.PLL.PLLQ = 2; RCC_OscInitStruct.PLL.PLLR = 2;,Configure HSI oscillator and PLL
RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV2; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV2; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1;,Configure system clock and dividers
HAL_SYSTICK_Config(HAL_RCC_GetHCLKFreq()/1000);,Configure Systick interrupt time
HAL_SYSTICK_CLKSourceConfig(SYSTICK_CLKSOURCE_HCLK);,Configure Systick clock source
huart2.Instance = USART2; huart2.Init.BaudRate = 115200; huart2.Init.WordLength = UART_WORDLENGTH_8B; huart2.Init.StopBits = UART_STOPBITS_1; huart2.Init.Parity = UART_PARITY_NONE; huart2.Init.Mode = UART_MODE_TX_RX; huart2.Init.HwFlowCtl = UART_HWCONTROL_NONE; huart2.Init.OverSampling = UART_OVERSAMPLING_16;,Configure USART2 parameters
"PUTCHAR_PROTOTYPE { HAL_UART_Transmit(&huart2, (uint8_t *)&ch, 1, 0xFFFF); while (HAL_UART_GetState(&huart2) != HAL_UART_STATE_READY); return ch; }",Retarget printf to USART2
"GPIO_InitStruct.Pin = USART_TX_Pin|USART_RX_Pin; GPIO_InitStruct.Mode = GPIO_MODE_AF_PP; GPIO_InitStruct.Pull = GPIO_PULLUP; GPIO_InitStruct.Speed = GPIO_SPEED_HIGH; GPIO_InitStruct.Alternate = GPIO_AF7_USART2; HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);","Configure USART2 GPIO pins (PA2, PA3)"
MX_TIM3_Init();,Initialize TIM3
htim3.Instance = TIM3; htim3.Init.Prescaler = 8000; htim3.Init.CounterMode = TIM_COUNTERMODE_UP; htim3.Init.Period = 50000; htim3.Init.ClockDivision = TIM_CLOCKDIVISION_DIV1; htim3.Init.AutoReloadPreload = TIM_AUTORELOAD_PRELOAD_DISABLE;,Configure TIM3 parameters
sClockSourceConfig.ClockSource = TIM_CLOCKSOURCE_INTERNAL;,Set TIM3 clock source to internal
sMasterConfig.MasterOutputTrigger = TIM_TRGO_RESET; sMasterConfig.MasterSlaveMode = TIM_MASTERSLAVEMODE_DISABLE;,Configure TIM3 master synchronization
__HAL_RCC_TIM3_CLK_ENABLE();,Enable TIM3 clock
__HAL_RCC_TIM3_CLK_DISABLE();,Disable TIM3 clock
void TIM3_IRQHandler(void) { HAL_TIM_IRQHandler(&htim3); },Handle TIM3 global interrupt
UINT64 Timer3GetCycle(VOID) { static UINT64 bacCycle; static UINT64 cycleTimes; UINT64 swCycles = htim3.Instance->CNT; if (swCycles < bacCycle) { cycleTimes++; } bacCycle = swCycles; return swCycles + cycleTimes * TIMER3_RELOAD; },Get TIM3 cycle count
HAL_TIM_Base_Start_IT(&htim3);,Start TIM3 in interrupt mode
BSP_LED_Init(LED1); BSP_LED_Init(LED2); BSP_LED_Init(LED3);,"Configure LED1, LED2 and LED3"
LL_SPI_Enable(hspi1.Instance);,Enable SPI before start transmission
"if(( LL_SPI_IsActiveFlag_TXE(hspi1.Instance)) && (ubNbDataToTransmit > 0)) { LL_SPI_TransmitData16(hspi1.Instance, aTxBuffer[ubTransmitIndex++]); ubNbDataToTransmit--; }",Check TXE flag to transmit data ... Transmit 16bit Data
if(LL_SPI_IsActiveFlag_RXNE(hspi1.Instance)) { aRxBuffer[ubReceiveIndex++] = LL_SPI_ReceiveData16(hspi1.Instance); ubNbDataToReceive--; },Check RXE flag ... Receive 16bit Data
"if (Buffercmp((uint8_t *)aTxBuffer, (uint8_t *)aRxBuffer, COUNTOF(aTxBuffer))) { Error_Handler(); } else { BSP_LED_On(LED1); }",Compare the sent and received buffers ... Turn LED1 on if transfer is correct
__HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE1);,Configure the main internal regulator output voltage
RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK3|RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2; RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_MSI; RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1; RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1; RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1; RCC_ClkInitStruct.AHBCLK3Divider = RCC_SYSCLK_DIV1;,"Configure the SYSCLKSource, HCLK, PCLK1 and PCLK2 clocks dividers"
